-0.5806,-0.2626,-0.8856,-0.6756,-0.9656,-1.0686,-1.0946,-1.1106
-0.1455,-0.2275,-0.5935,-0.4315,-0.6035,-0.3315,-0.6135,-0.4335
-0.22366,-0.23366,-0.23366,-0.24366,-0.24366,-0.24366,-0.25366,-0.25366
-0.02151,-0.03151,-0.03151,-0.04151,-0.04151,-0.04151,-0.05151,-0.05151
-0.6788,-1.0048,-0.9268,-0.9648,-0.9118,-0.6168,-0.8908,-0.9938
-0.4324,-0.4664,-0.3884,-0.5124,-0.5984,-0.5304,-0.6084,-0.5484
-1.0882,-0.3053,-0.8463,-1.1433,-0.6043,-0.9473,-1.0713,-1.1343
-0.07377,-0.37577,-0.37577,-0.29977,-0.31077,-0.38577,-0.39577,-0.27577
-0.84395,-1.4567,-0.8267,-0.2237,-0.8087,-1.3807,-1.0687,-1.4537
-0.4924,-0.4814,-0.4914,-0.6714,-0.5364,-0.7614,-0.8554,-0.8114
-0.4743,-0.8343,-0.9783,-0.6583,-0.7133,-0.9523,-0.7363,-0.9783
-0.14113,-0.15113,-0.15113,-0.16113,-0.16113,-0.16113,-0.17113,-0.17113
-0.23134,-0.24134,-0.24134,-0.16534,-0.17634,-0.25134,-0.26134,-0.26134
-2.055,-0.7386,-0.7706,-0.7976,-0.5866,-0.5486,-1.0666,-1.6566
-0.7126,-0.0396,-0.7606,-0.8266,-0.7206,-0.9666,-1.0106,-0.7256
-1.1008,-0.6528,-0.8568,-0.6288,-1.0418,-0.9948,-1.0458,-1.0968
-0.14137,-0.29737,-0.29737,-0.30737,-0.30737,-0.30737,-0.31737,-0.31737
-0.6863,-0.5593,-0.8433,-0.2523,-0.7123,-0.9553,-0.9213,-1.0653
-0.25996,-0.29396,-0.31596,-0.42596,-0.35096,-0.42596,-0.37196,-0.37596
-0.35176,-0.50776,-0.40776,-0.34576,-0.51776,-0.44976,-0.52776,-0.46776
-0.24822,-0.25822,-0.25822,-0.26822,-0.26822,-0.26822,-0.21422,-0.27822
-0.4602,-0.3782,-0.5162,-0.5402,-0.5512,-0.4902,-0.5722,-0.5762
-0.16732,-0.20132,-0.12332,-0.33332,-0.33332,-0.33332,-0.34332,-0.22332
-0.02813,-0.03813,-0.03813,-0.04813,-0.04813,-0.04813,-0.05813,-0.05813
-1.3709,-0.93715,0.4501,-0.8709,-0.8939,-0.9899,-1.1159,-1.3329
-0.91908,-1.0083,-0.4763,-1.1373,-0.6433,-0.8683,-1.0973,-1.4113
-0.30486,-0.46086,-0.26086,-0.47086,-0.47086,-0.47086,-0.41686,-0.36086
-0.3209,-0.5009,-0.5229,-0.5469,-0.5579,-0.2929,-0.4509,-0.6429
0.00614,-0.00386,-0.00386,-0.01386,-0.01386,-0.01386,-0.02386,-0.02386
-0.664,-0.597,-0.601,-0.776,-0.535,-0.928,-0.894,-1.038
-1.1914,-0.7364,-1.0014,-1.0394,-0.9114,-0.7174,-0.7594,-0.8614
-0.286,-0.377,-0.772,-0.924,-0.807,-0.91,-0.872,-0.655
-0.67958,-0.7428,-0.1898,-1.1778,-0.7358,-1.1818,-0.9698,-0.9488
-0.93708,-0.3283,-1.0533,-0.7763,-1.1583,-0.9303,-1.0753,-0.7453
-0.03934,-0.04934,-0.04934,-0.05934,-0.05934,-0.05934,-0.06934,-0.06934
-0.29105,-0.30105,-0.30105,-0.31105,-0.31105,-0.31105,-0.32105,-0.20105
-0.6945,-0.3625,-0.6505,-0.7745,-0.5605,-0.6565,-0.8065,-0.7505
-0.7294,-0.5624,-0.4524,-0.6494,-0.6084,-0.7894,-0.8974,-0.7294
-0.08711,-0.09711,-0.09711,-0.10711,-0.10711,-0.10711,-0.11711,-0.11711
-0.225,-0.673,-0.373,-0.425,-0.608,-0.479,-0.565,-0.573
-0.0762,-0.0862,-0.0862,-0.0962,-0.0962,-0.0962,-0.1062,-0.1062
-0.16171,-0.17171,-0.17171,-0.18171,-0.18171,-0.18171,-0.19171,-0.19171
-0.1718,-0.3758,-0.5198,-0.5438,-0.4798,-0.6298,-0.5118,-0.6398
-0.6325,-0.6905,-0.3005,-0.7505,-0.7195,-0.8085,-0.8265,-0.7145
-0.36896,-0.6424,-0.7334,-0.6994,-0.7434,-0.8394,-0.7334,-0.6934
-0.7442,-0.27706,-0.7382,-1.3062,-1.2062,-1.3352,-1.2522,-1.3262
-0.28222,-0.29222,-0.29222,-0.30222,-0.30222,-0.30222,-0.31222,-0.31222
-1.362,-0.3294,-0.1684,-0.2504,-1.1004,-1.2784,-1.0794,-1.4374
-1.3528,-0.72169,-0.9618,-1.1948,-1.1348,-0.8008,-1.1978,-1.0678
-1.045,-0.882,-0.705,-0.755,-0.982,-1.085,-1.175,-1.247
-0.13972,-0.14972,-0.14972,-0.15972,-0.15972,-0.15972,-0.16972,-0.16972
-0.00408,-0.01408,-0.01408,-0.02408,-0.02408,-0.02408,-0.03408,-0.03408
-0.5611,-0.5711,-0.4711,-0.5811,-0.5061,-0.5811,-0.5271,-0.4711
-0.5674,-0.3524,-0.3694,-0.7934,-0.5044,-0.8114,-0.6194,-0.5894
-1.4844,-0.79357,-0.9599,-0.6959,-1.0389,-1.1909,-1.0729,-1.2769
-0.7849,-0.5869,-0.6409,-0.7789,-0.5009,-0.8149,-0.8329,-0.6499
-0.28119,-0.29119,-0.29119,-0.30119,-0.30119,-0.30119,-0.31119,-0.25119
-0.4992,-0.5332,-0.5552,-0.4932,-0.5152,-0.6652,-0.6752,-0.6152
-0.6466,-0.6806,-0.7026,-0.7266,-0.7376,-0.6766,-0.6946,-0.4876
-0.668,-0.402,-1.331,-0.421,-0.994,-1.399,-1.159,-0.967
-0.9592,-1.1942,-0.7422,-0.6682,-1.4092,-1.0762,-1.0262,-1.2882
-1.6386,0.0364,-1.0791,-0.7831,-0.0621,-1.7821,-1.3851,-1.6191
-0.4848,-0.4948,-0.2948,-0.4188,-0.3548,-0.4368,-0.4508,-0.3948
-0.6566,-0.7496,-0.7046,-0.6276,-1.1096,-1.1936,-0.8466,-0.8606
-0.444,-0.654,-0.892,-0.644,-0.469,-0.562,-0.656,-0.792
-0.23748,-0.24748,-0.24748,-0.25748,-0.18248,-0.25748,-0.26748,-0.26748
-0.63776,-0.6692,-0.9022,-0.8132,-0.8622,-0.8182,-1.0302,-1.1072
-0.9364,-0.4594,-0.8384,-1.0564,-0.8734,-0.9334,-0.9084,-1.0924
-0.52408,-0.53408,-0.43408,-0.28608,-0.39408,-0.54408,-0.55408,-0.55408
-0.32268,-0.21068,-0.33268,-0.34268,-0.34268,-0.27468,-0.35268,-0.35268
0.03114,-0.41686,-0.41686,-0.42686,-0.35186,-0.42686,-0.37286,-0.37686
-1.3391,-0.8401,-0.7331,-1.0431,-1.1641,-0.9121,-1.3741,-1.4021
-0.31823,-0.32823,-0.32823,-0.33823,-0.33823,-0.33823,-0.34823,-0.34823
-0.07821,-0.08821,-0.08821,-0.09821,-0.09821,-0.09821,-0.10821,-0.10821
-0.49457,-0.38257,-0.50457,-0.51457,-0.43957,-0.51457,-0.52457,-0.52457
-0.40306,-0.41306,-0.31306,-0.42306,-0.34806,-0.28706,-0.36906,-0.43306
-0.2611,-0.2511,-0.6551,-0.6931,-0.4151,-0.5931,-0.6831,-0.7551
-0.84579,-0.5415,-0.7815,-0.7815,-1.0205,-0.9475,-1.1675,-1.0955
-0.14991,-0.15991,-0.15991,-0.16991,-0.16991,-0.16991,-0.17991,-0.17991
-0.09143,-0.10143,-0.10143,-0.11143,-0.11143,-0.11143,-0.12143,-0.12143
-0.524,-0.558,-0.68,-0.346,-0.69,-0.554,-0.572,-0.7
-0.19715,-0.23115,-0.25315,-0.27715,-0.36315,-0.29515,-0.37315,-0.37315
-0.0719,-0.2279,-0.2279,-0.2379,-0.2379,-0.2379,-0.2479,-0.2479
-0.17777,-0.18777,-0.18777,-0.19777,-0.19777,-0.19777,-0.20777,-0.20777
-0.4166,-0.4506,-0.3726,-0.4106,-0.4326,-0.5146,-0.4646,-0.4726
-1.12,-0.51043,-1.1131,-0.8591,-0.9801,-0.8901,-1.2171,-0.9711
-0.08801,-0.09801,-0.09801,-0.10801,-0.10801,-0.10801,-0.11801,-0.11801
-0.61426,-0.7107,-0.8487,-0.3937,-0.8837,-0.8227,-0.7127,-0.7287
-0.21577,-0.22577,-0.12577,-0.23577,-0.23577,-0.23577,-0.24577,-0.24577
0.04384,-0.28216,-0.40416,-0.41416,-0.33916,-0.27816,-0.36016,-0.36416
-0.11692,-0.41892,-0.31892,-0.34292,-0.42892,-0.29292,-0.31092,-0.37892
-0.88346,-0.4979,-1.0179,-0.7289,-0.8049,-0.7699,-0.8819,-0.9979
-0.5678,-0.4108,-0.4788,-0.8588,-0.7308,-0.7588,-0.6178,-0.8008
-0.3364,-0.3944,-0.3384,-0.6484,-0.4234,-0.4444,-0.5944,-0.5384
-0.7283,-0.4913,-0.5133,-0.6963,-0.7403,-0.8363,-0.6663,-0.7503
-0.02914,-0.18514,-0.18514,-0.19514,-0.19514,-0.19514,-0.20514,-0.20514
-0.25712,-0.14512,-0.26712,-0.27712,-0.20212,-0.20912,-0.28712,-0.28712
-0.19918,-0.37918,-0.30118,-0.51118,-0.43618,-0.44318,-0.52118,-0.52118
-0.13178,-0.14178,-0.14178,-0.15178,-0.15178,-0.15178,-0.16178,-0.16178
-0.8218,-0.5778,-0.5288,-1.0528,-0.7638,-0.8668,-0.9568,-0.8488
-0.1875,-0.1975,-0.1975,-0.2075,-0.2075,-0.2075,-0.2175,-0.2175
-0.04492,-0.05492,-0.05492,-0.06492,-0.06492,-0.06492,-0.07492,-0.07492
-1.1319,-0.3469,-0.5449,-0.9799,-0.7019,-0.6999,-0.9059,-0.8619
-0.8938,-0.84624,-0.5898,-0.8448,-0.4388,-1.1628,-0.7888,-1.2208
-0.20745,-0.21745,-0.21745,-0.22745,-0.15245,-0.22745,-0.23745,-0.23745
-0.54886,-0.7613,-0.5833,-0.6353,-0.5933,-0.6213,-0.7113,-0.6633
-0.69113,-0.6998,-0.9878,-0.6328,-0.7268,-0.6598,-1.0158,-0.8478
-0.04539,-0.05539,-0.05539,-0.06539,-0.06539,-0.06539,-0.07539,-0.07539
-0.4389,-0.3509,-0.4949,-0.4329,-0.3799,-0.5369,-0.5509,-0.6149
-0.04593,-0.05593,-0.05593,-0.06593,-0.06593,-0.06593,-0.07593,-0.07593
-0.24559,-0.25559,-0.25559,-0.26559,-0.26559,-0.26559,-0.21159,-0.27559
-0.05414,-0.06414,-0.06414,-0.07414,-0.07414,-0.07414,-0.08414,-0.08414
-0.26057,-0.14857,-0.27057,-0.28057,-0.28057,-0.28057,-0.29057,-0.29057
-0.33556,-0.34556,-0.34556,-0.26956,-0.20556,-0.35556,-0.30156,-0.36556
-0.3473,-0.8193,-0.5413,-0.8653,-0.7263,-0.8153,-0.7053,-0.9013
-2.0608,-0.9571,-1.0181,-0.8721,-1.2611,-0.8511,-1.6301,-1.4961
-0.28433,-0.29433,-0.29433,-0.30433,-0.30433,-0.30433,-0.31433,-0.31433
-0.04523,-0.05523,-0.05523,-0.06523,-0.06523,-0.06523,-0.07523,-0.07523
