Probability,sigma,Cumulative probability
0.00146416116542002,1.92,0.332095339660938
0.01369736202224,1.34,0.333466620096811
0.9999664607464,0.41,0.437684243119555
0.00153121014687936,1.96,0.329370285139572
0.0489450253175947,1.01,0.316653754413036
0.9999664607464,0.41,0.437684243119555
0.00178215382512084,1.72,0.314414716336337
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316626101440421
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.00102897487546681,2.14,0.338542303918837
0.0489450243862926,1.01,0.317692273765007
0.000156516348584402,3.16,0.320237141098774
0.00178215382512085,1.72,0.314220814591986
0.0489450253175947,1.01,0.316705137686424
0.9999664607464,0.41,0.437684243119555
0.00153121014688675,1.96,0.329095332178995
0.00753787106375533,1.61,0.346774883310833
0.0489450243862926,1.01,0.317692273765007
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.00153121014688675,1.96,0.329095332178995
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316634488507866
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316626101440421
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316626101440421
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316626101440421
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.00147113641075775,1.93,0.32527896820571
0.0489450253175947,1.01,0.316626101440421
0.0489450253175947,1.01,0.316653754413036
0.0489450253175947,1.01,0.316626101440421
0.9999664607464,0.41,0.437684243119555
0.00145222433020464,2.12,0.331510940456723
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316626101440421
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316626101440421
0.0489450253175947,1.01,0.316626101440421
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316626101440421
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316626101440421
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316634488507866
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316626101440421
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.00153121014688675,1.96,0.329095332178995
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.00178215382512085,1.72,0.314220814591986
0.00178215382512085,1.72,0.314220814591986
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0136973620222482,1.34,0.333225060717318
0.00153121014688675,1.96,0.329095332178995
0.00153121014687936,1.96,0.329370285139572
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.00178215382512084,1.72,0.314414716336337
0.00153121014688675,1.96,0.329095332178995
0.0489450253175947,1.01,0.316622111748375
0.00153121014688675,1.96,0.329095332178995
0.0489450253175947,1.01,0.316626101440421
0.0136973620222482,1.34,0.333225060717318
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316626101440421
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316626101440421
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316653754413036
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.000185127938883134,2.5,0.308221034764005
0.0489450253175947,1.01,0.316622111748375
0.00178215382512085,1.72,0.314220814591986
0.0489450253175947,1.01,0.316622111748375
0.00147113641075775,1.93,0.32527896820571
0.0136973620222482,1.34,0.33329056646287
0.0489450253175947,1.01,0.316634488507866
0.9999664607464,0.41,0.437684243119555
0.00145311825122129,2.24,0.346529840201043
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.00153121014688675,1.96,0.329095332178995
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.000281621300089242,2.55,0.308766438045476
0.0489450253175947,1.01,0.316634488507866
0.0489450253175947,1.01,0.316626101440421
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316634488507866
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.00178215382512085,1.72,0.314220814591986
0.00178215382512085,1.72,0.314220814591986
0.00145221262365529,2.12,0.332838934473022
0.000188176366132835,3.13,0.327012464839534
0.0489450253175947,1.01,0.316634488507866
0.0489450253175947,1.01,0.316626101440421
0.0489450253175947,1.01,0.316622111748375
0.000485461121304247,2.42,0.323263626435678
0.000188981649843089,2.6,0.303031248435053
0.0489450253175947,1.01,0.316626101440421
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316626101440421
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.00178215382512085,1.72,0.314220814591986
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.00153121014688675,1.96,0.329095332178995
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.00153121014687936,1.96,0.329370285139572
0.0489450253175947,1.01,0.316634488507866
0.00153121014688675,1.96,0.329095332178995
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316626101440421
0.0489450253175947,1.01,0.316622111748375
0.00108312571837095,1.97,0.318380829911713
0.0489450253175936,1.01,0.316878116962698
0.0489450253175947,1.01,0.316634488507866
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316626101440421
0.9999664607464,0.41,0.437684243119555
0.00178215382512085,1.72,0.314220814591986
0.0489450253175947,1.01,0.316626101440421
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.00753787106375533,1.61,0.346774883310833
0.9999664607464,0.41,0.437684243119555
0.0136973620222482,1.34,0.33329056646287
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316626101440421
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.00178215382512085,1.72,0.314220814591986
0.0489450253175947,1.01,0.316622111748375
0.0136973620222482,1.34,0.333302537449045
0.0489450253175936,1.01,0.316878116962698
0.00104093589291256,2.16,0.331702884753295
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.00178215382512085,1.72,0.314220814591986
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.00178215382512085,1.72,0.314220814591986
0.0489450253175947,1.01,0.316626101440421
0.9999664607464,0.41,0.437684243119555
0.00108312571837095,1.97,0.318380829911713
0.0136973620222482,1.34,0.333225060717318
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.00153121014688675,1.96,0.329095332178995
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.0489450253175947,1.01,0.316705137686424
0.0136973620222482,1.34,0.333225060717318
0.00153121014688675,1.96,0.329095332178995
0.9999664607464,0.41,0.437684243119555
0.00108312571837095,1.97,0.318380829911713
0.00153121014687936,1.96,0.329370285139572
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.0489450253175947,1.01,0.316622111748375
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
0.9999664607464,0.41,0.437684243119555
